sr_no,work_category,work,state,ida,mp,constituency,work_description,recommended_date,recommended_amount,sanction_date
10365,Normal/Others,WS/MP852/2024-2025/154290-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of rajapur kanjam ullum madrashah under Rajapur Gp,2024-11-23,140538.0,2025-03-24
10366,Normal/Others,WS/MP852/2024-2025/154291-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Kantabari bazar under Kantabari Gp,2024-11-23,140538.0,2025-03-24
10367,Normal/Others,WS/MP852/2024-2025/154292-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of notial bazar under Kantabari Gp,2024-11-23,140538.0,2025-03-24
10368,Normal/Others,WS/MP852/2024-2025/154293-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Kantabari gorsthan under Kantabari Gp,2024-11-23,140538.0,2025-03-24
10369,Normal/Others,WS/MP852/2024-2025/154294-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Kazipara camp under Debipur Gp,2024-11-23,140538.0,2025-03-21
10370,Normal/Others,WS/MP852/2024-2025/154295-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of harener battala under Debipur Gp,2024-11-23,140538.0,2025-03-21
10371,Normal/Others,WS/MP852/2024-2025/154296-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Hazifajaniya madrashah under Debipur Gp,2024-11-23,140538.0,2025-03-21
10372,Normal/Others,WS/MP852/2024-2025/154297-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Azinur rahaman house under sahebnagar Gp,2024-11-23,140538.0,2025-03-24
10373,Normal/Others,WS/MP852/2024-2025/154298-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Sitanagar primary school under sahebnagar Gp,2024-11-23,140538.0,2025-03-24
10374,Normal/Others,WS/MP852/2024-2025/154299-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of lalkup Asraper More under sahebnagar Gp,2024-11-23,140538.0,2025-03-24
10375,Normal/Others,WS/MP852/2024-2025/154300-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of naharuler more under sagarpara Gp,2024-11-23,140538.0,2025-03-21
10376,Normal/Others,WS/MP852/2024-2025/154301-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Narasingpur Gorsthan under sagarpara Gp,2024-11-23,140538.0,2025-03-21
10377,Normal/Others,WS/MP852/2024-2025/154302-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Ma durga debi mandir under sagarpara Gp,2024-11-23,140538.0,2025-03-21
10378,Normal/Others,WS/MP852/2024-2025/154303-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of kahiramari minhajul ullum madrasha under khairamari Gp,2024-11-23,140538.0,2025-03-21
10379,Normal/Others,WS/MP852/2024-2025/154304-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of kahiramari hazipara gorsthan under khairamari Gp,2024-11-23,140538.0,2025-03-21
10380,Normal/Others,WS/MP852/2024-2025/154305-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of fakirabad najir hossain more under khairamari Gp,2024-11-23,140538.0,2025-03-21
10381,Normal/Others,WS/MP852/2024-2025/154306-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Polladanga RCH health Centre under Faridpur Gp,2024-11-23,140538.0,2025-03-21
10382,Normal/Others,WS/MP852/2024-2025/154307-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Bhaduriyapara Jumma majid under Faridpur Gp,2024-11-23,140538.0,2025-03-21
10383,Normal/Others,WS/MP852/2024-2025/154308-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of faridpur H.s School under Faridpur Gp,2024-11-23,140538.0,2025-03-21
10384,Normal/Others,WS/MP852/2024-2025/154309-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Lukman Mondal House under Sadikhandearah Gp,2024-11-23,140538.0,2025-03-21
10385,Normal/Others,WS/MP852/2024-2025/154310-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Shambhunath sing House under Sadikhandearah Gp,2024-11-23,140538.0,2025-03-21
10386,Normal/Others,WS/MP852/2024-2025/154311-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Firoj Sekh House under Sadikhandearah Gp,2024-11-23,140538.0,2025-03-17
10387,Normal/Others,WS/MP852/2024-2025/154312-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Sarkarpara daspara more under Choapara Gp,2024-11-23,140538.0,2025-03-17
10388,Normal/Others,WS/MP852/2024-2025/154313-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Purba kirtoniyapara gorsthan under Choapara Gp,2024-11-23,140538.0,2025-03-17
10389,Normal/Others,WS/MP852/2024-2025/154314-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Sahebrampur Mahila madrashah under Choapara Gp,2024-11-23,140538.0,2025-03-17
10390,Normal/Others,WS/MP852/2024-2025/154315-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Schhederpara gorsthan under Choapara Gp,2024-11-23,140538.0,2025-03-17
10391,Normal/Others,WS/MP852/2024-2025/154316-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Jhaudia Gorstha under Ghoshpara Gp,2024-11-23,140538.0,2025-03-21
10392,Normal/Others,WS/MP852/2024-2025/154317-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of gospara oktia mosjid under ghoshpara Gp,2024-11-23,140538.0,2025-03-17
10393,Normal/Others,WS/MP852/2024-2025/154318-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Char natunpara Sibir under ghoshpara Gp,2024-11-23,140538.0,2025-03-17
10394,Normal/Others,WS/MP852/2024-2025/154319-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Gouripur More under Jalangi Gp,2024-11-23,140538.0,2025-03-17
10395,Normal/Others,WS/MP852/2024-2025/154320-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Jaykrishnapur More under Jalangi Gp,2024-11-23,140538.0,2025-03-17
10396,Normal/Others,WS/MP852/2024-2025/154321-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of jalangi bazar under Jalangi Gp,2024-11-23,140538.0,2025-03-17
10397,Normal/Others,WS/MP852/2024-2025/154322-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light at bota eidgah in front of manirul House under herampur G.P,2024-11-23,140538.0,2025-03-17
10398,Normal/Others,WS/MP18019/2025-2026/154325-Street lights,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),AMARSING TISSO,Diphu (ST),"Construction of Solar Light at Rong Arak, Ronghang Rongbong, West Karbi Anglong",2024-11-23,1500000.0,2025-10-15
10399,Normal/Others,WS/MP18076/2026-2027/154326-Purchase of other aids / devices required for P/ M/ V/ H impaired for differently abled persons,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),DR C N MANJUNATH,BANGALORE RURAL,Providing Assistive Devices for People with Disabilities,2024-11-23,250000.0,2026-08-20
10400,Normal/Others,WS/MP18019/2025-2026/154327-Construction of public staircase/ stair ghat for public convenience,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),AMARSING TISSO,Diphu (ST),"Improvement of footsteps leading to Circuit House, Hamren",2024-11-23,800000.0,2025-10-15
10401,Normal/Others,WS/MP18019/2025-2026/154328-Creation of new ponds,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),AMARSING TISSO,Diphu (ST),"Construction of community fishery near the house of Blesis Teronpi, W/o Longki Phangcho at Tapat, Olison Timung village, Khanduli",2024-11-23,200000.0,2026-01-02
10402,Normal/Others,WS/MP18019/2025-2026/154329-Creation of new ponds,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),AMARSING TISSO,Diphu (ST),"Construction of community fishery near the house of Jobab Hanse, Am-ih",2024-11-23,200000.0,2025-04-09
10403,Normal/Others,WS/MP18019/2025-2026/154333-Creation of new ponds,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),AMARSING TISSO,Diphu (ST),"Construction of community fishery near the house of Glerish Teronpi and 2 others at Old market, Hamren",2024-11-23,200000.0,2025-04-09
10404,Normal/Others,WS/MP18019/2025-2026/154335-Creation of new ponds,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),AMARSING TISSO,Diphu (ST),Construction of community fishery near the house of Helen Tissopi and 2 others at Ambinong,2024-11-23,200000.0,2025-06-04
10405,Normal/Others,WS/MP18019/2025-2026/154336-Creation of new ponds,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),AMARSING TISSO,Diphu (ST),Construction of community fishery near the house of Tandarlly waichei at Khillimulong,2024-11-23,119938.0,2025-04-09
10406,Normal/Others,WS/MP18019/2024-2025/154338-Development of playground,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,Diphu (ST),Construction of Field Development at Nahorjan Longnit Tokbi village under 21 No. Borjan Constituency,2024-11-23,500000.0,2025-02-10
10407,Normal/Others,WS/MP18019/2025-2026/154341-Construction of water tanks,Assam,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),AMARSING TISSO,Diphu (ST),"Improvement of water harvesting at Tharvelangso, Longre",2024-11-23,181264.0,2025-06-04
10408,Normal/Others,WS/MP498/2024-2025/154356-Installing community drinking water plants,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Set up a solar water pump near Tapash Sarkar's house . Joypur under Belbari.,2024-12-04,299487.0,2025-01-24
10409,Normal/Others,WS/MP498/2024-2025/154359-Installing community drinking water plants,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Set up a solar water pump near Subrata sarkar house under nanadanpur Gangarampur,2024-12-04,300000.0,2025-01-24
10410,Normal/Others,"WS/MP498/2024-2025/154362-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Construction of cc road 100 mt at Bualdah from Ayush Basak house to western side link road. Belbari Anchal under Gangarampur,2024-12-04,349598.0,2025-01-24
10411,Normal/Others,"WS/MP498/2024-2025/154363-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Construction of cc road 100 mt from pampatali Bazaar to Hridoy Roy house. Basuriya gp dauiatpur mouza,2024-12-04,349498.0,2025-01-24
10412,Normal/Others,WS/MP498/2024-2025/154364-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Construction of Cremation sasan chulli at Parpatiram of Dakshin pal para near River side.mouza Par dag no.755,2024-12-04,350000.0,2025-01-24
10413,Normal/Others,WS/MP498/2024-2025/154365-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Set up a cremation sasan chulli at Badalpur of dasai mouza dag no.353,2024-12-04,350000.0,2025-01-24
10414,Normal/Others,WS/MP18210/2024-2025/154376-Lighting of public spaces,Uttar Pradesh,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),VIRENDRA SINGH,CHANDAULI,Supply and installation of LED semi high mast lights at 54 different places in district Chandauli (as per list enclosed).,2024-11-24,13176000.0,2024-12-09
10415,Normal/Others,WS/MP18006/2024-2025/154381-Installing tube-wells and borewells,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),DAGGUMALLA PRASADA RAO,CHITTOOR,Providing of Submersible Pump Set at Pabbamchenu Mitta ST Colony H/o Eguva Kamma Kandriga GP in SR Puram Mandal of GD Nellore Constituency.,2024-11-25,188725.0,2024-12-13
10416,Normal/Others,"WS/MP18203/2025-2026/154418-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,deepu inter collage ke samne dadra chourahe par,2024-12-18,2164146.0,2025-06-20
10417,Normal/Others,"WS/MP18203/2025-2026/154420-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,lohapur mein ramjeemal ke ghar ke samne interlocking,2024-12-18,568033.0,2025-06-20
10418,Normal/Others,"WS/MP18203/2025-2026/154421-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,rajveer ke makaan se harijan abadi tak cc nali work,2024-12-18,657000.0,2025-06-20
10419,Normal/Others,"WS/MP18203/2025-2026/154422-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,kubri majra mein mandir se ram singh pradhan ke ghar tak interlocking,2024-12-18,1165599.0,2025-06-20
10420,Normal/Others,"WS/MP18203/2025-2026/154427-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,mohsampur majra kandela mein thalia nagla marg se titu yadav ke makaan tak cc nali,2024-12-18,339900.0,2025-06-20
10421,Normal/Others,"WS/MP18203/2025-2026/154428-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,dehgawan ompraksh ke ghar se mushtak ali ke ghar tak interlocking,2024-12-18,564600.0,2025-06-20
10422,Normal/Others,"WS/MP18203/2025-2026/154429-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,badaun vedamau school ke samne wali gali main road se manniya omkar yadav purv mantri ke avash par cc nali,2024-12-18,777400.0,2025-06-20
10423,Normal/Others,WS/MP18203/2025-2026/154431-Construction of road under bridge,Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,nadha main road ranvijay yav ke dukaan se surendra ke yha tak interlocking,2024-12-18,870941.0,2025-06-20
10424,Normal/Others,"WS/MP18203/2025-2026/154432-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,moliya nagla mein amrit lal ki jagah pulia se dhure ki med tak interlocking,2024-12-18,2352600.0,2025-07-17
10425,Normal/Others,"WS/MP18203/2025-2026/154433-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,kasba islamnagar merin dr salim ke hospital se naseem ahmad ke ghar tak interlocking,2024-12-18,733512.0,2025-06-20
10426,Normal/Others,"WS/MP18203/2025-2026/154435-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,salempur mein prathmic school se rajeev kumar ke ghar tak cc nali,2024-12-18,746200.0,2025-06-20
10427,Normal/Others,"WS/MP18203/2025-2026/154436-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,pushpendra ke ghar se uyaadram ke ghar tak inetrlocking,2024-12-18,713043.0,2025-06-20
10428,Normal/Others,"WS/MP18203/2025-2026/154437-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,sehpur majra utarna mein main road se talab tak cc nali,2024-12-18,213400.0,2025-06-20
10429,Normal/Others,"WS/MP18203/2025-2026/154438-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,zarifnagar mein udayveer singh ke gher se rajendra ke gher tak interlocking,2024-12-18,574428.0,2025-06-20
10430,Normal/Others,"WS/MP18203/2025-2026/154439-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,new krishna nagr nekpur civil line badaun mein pradeep yadav ke mkaan se jayvendra ke makaan tak cc nali,2024-12-18,700300.0,2025-06-20
10431,Normal/Others,WS/MP18203/2025-2026/154440-Construction of road under bridge,Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,rajvbeer ki madiya se tikaram ki madiya tak interlocking,2024-12-18,868842.0,2025-06-20
10432,Normal/Others,"WS/MP18203/2025-2026/154441-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,morpal ke ghar se netrapal ke ghar tak interlocking,2024-12-18,883300.0,2025-06-20
10433,Normal/Others,"WS/MP18203/2025-2026/154442-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,ompraksh ke ghar se mohnlala ke ghar tak & ghirendra pal ke ghar se satyaveer singh ke ghar tak cc nali,2024-12-18,463700.0,2025-06-20
